matricula_id,cidade,indice_desenvolvimento_da_cidade,genero,experiencia_relevante,universidade_matriculada,nivel_educacional,disciplina_principal,experiencia,tamanho_da_empresa,tipo_da_empresa,ultimo_novo_emprego,horas_treinamento
32278,city_2,"7,88E+15",Masculino,Não possui experiência relevante,,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",2,,,2 anos,88
14069,city_160,92,Feminino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",4,,,Nunca,4
828,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,>20,50-99,Empresa Privada Ltda,Mais de 4 anos,36
16574,city_67,855,Masculino,Possui experiência relevante,Não matriculado,Mestrado,Administração/Ecocomia,18,100-500,Empresa Privada Ltda,2 anos,54
6742,city_21,624,,Não possui experiência relevante,Curso em tempo integral,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",2,100-500,Empresa Privada Ltda,1 ano,55
6583,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",13,50-99,Startup Financiada,1 ano,66
15159,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,100-500,ONG,1 ano,72
16614,city_83,"9,23E+15",Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",9,10000+,,1 ano,212
27456,city_67,855,Feminino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,1000-4999,Empresa Privada Ltda,1 ano,5
16462,city_128,527,Masculino,Possui experiência relevante,Não matriculado,Graduação,Administração/Ecocomia,6,<10,Empresa Privada Ltda,2 anos,50
32105,city_21,624,Masculino,Possui experiência relevante,,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",14,100-500,Empresa Privada Ltda,2 anos,34
22464,city_21,624,,Não possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",3,50-99,Empresa Privada Ltda,1 ano,126
20165,city_134,698,,Não possui experiência relevante,,,,1,,,,260
2610,city_1,847,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,Mais de 4 anos,9
18668,city_136,897,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",11,5000-9999,Empresa Privada Ltda,1 ano,9
20361,city_21,624,Feminino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",6,50-99,Empresa Privada Ltda,1 ano,13
1055,city_103,92,Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,Humanas,17,100-500,Empresa Privada Ltda,Mais de 4 anos,24
19794,city_16,91,,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",5,50-99,Setor PÃºblico,2 anos,10
4810,city_160,92,,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,1 ano,76
16560,city_90,698,Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",<1,,,1 ano,48
5236,city_67,855,Feminino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,Outros,5,,,1 ano,38
28886,city_21,624,,Possui experiência relevante,Curso em tempo integral,,,1,,,Nunca,316
18338,city_20,"7,96E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",11,100-500,Outro,3 anos,52
25697,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,Humanas,19,50-99,Empresa Privada Ltda,3 anos,24
15150,city_98,"9,49E+15",,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,1000-4999,Empresa Privada Ltda,Mais de 4 anos,50
5005,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,Humanas,2,50-99,Empresa Privada Ltda,2 anos,83
8358,city_67,855,,Possui experiência relevante,,Ensino Médio,,5,5000-9999,Empresa Privada Ltda,1 ano,33
27297,city_21,624,,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",1,,,Nunca,34
19413,city_21,624,Masculino,Possui experiência relevante,Não matriculado,,,2,,,2 anos,9
5111,city_134,698,,Não possui experiência relevante,Não matriculado,,,2,,,Nunca,84
13477,city_149,"6,89E+15",Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",4,,,1 ano,35
2120,city_105,794,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,100-500,Empresa Privada Ltda,2 anos,158
28293,city_16,91,Masculino,Não possui experiência relevante,Não matriculado,Ensino Fundamental,,3,,,2 anos,46
31481,city_21,624,,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",3,,,Nunca,23
25635,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Graduação,Outros,>20,<10,Startup em Estágio inicial,1 ano,58
14041,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",16,500-999,Empresa Privada Ltda,1 ano,75
10311,city_67,855,Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",11,10/49,,1 ano,106
13925,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Doutorado,"Ciência, Tecnologia, Engenharia e Matemática",9,100-500,Startup Financiada,1 ano,79
2183,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,50-99,Empresa Privada Ltda,Nunca,106
23188,city_103,92,Masculino,Não possui experiência relevante,Não matriculado,Mestrado,Humanas,>20,10000+,Empresa Privada Ltda,Mais de 4 anos,102
8982,city_75,"9,39E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",14,,Empresa Privada Ltda,4 anos,20
20064,city_10,895,,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,3,,,Nunca,90
21604,city_21,624,Feminino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",<1,100-500,Setor PÃºblico,Nunca,101
3991,city_103,92,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,4,,,1 ano,59
3307,city_123,738,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",14,<10,Startup em Estágio inicial,1 ano,67
4343,city_103,92,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,10000+,Empresa Privada Ltda,Mais de 4 anos,61
24642,city_16,91,Feminino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",8,50-99,Setor Público,2 anos,54
12008,city_103,92,,Possui experiência relevante,,Ensino Médio,,13,100-500,Empresa Privada Ltda,1 ano,26
22200,city_114,"9,26E+15",,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,6,,,Nunca,6
2789,city_40,"7,76E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",13,50-99,Empresa Privada Ltda,2 anos,148
22697,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",8,50-99,Empresa Privada Ltda,1 ano,80
20321,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",9,50-99,Empresa Privada Ltda,4 anos,21
13470,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,10000+,Empresa Privada Ltda,Mais de 4 anos,26
31236,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,,Empresa Privada Ltda,2 anos,43
32607,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,10000+,Empresa Privada Ltda,4 anos,60
8216,city_21,624,,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",11,100-500,Empresa Privada Ltda,2 anos,214
5320,city_173,878,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,6,100-500,Empresa Privada Ltda,Nunca,89
30466,city_10,895,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,4,10/49,Empresa Privada Ltda,1 ano,89
24026,city_74,579,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,10/49,Empresa Privada Ltda,1 ano,87
30013,city_40,"7,76E+15",Masculino,Possui experiência relevante,Não matriculado,Mestrado,Outros,9,100-500,Empresa Privada Ltda,1 ano,21
22342,city_99,915,Feminino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",5,10/49,Empresa Privada Ltda,1 ano,21
370,city_36,893,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,Mais de 4 anos,85
30365,city_11,55,,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",2,,,1 ano,25
30316,city_21,624,,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",2,5000-9999,Empresa Privada Ltda,1 ano,57
28350,city_67,855,Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,50-99,Empresa Privada Ltda,2 anos,39
11927,city_149,"6,89E+15",,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",14,,,2 anos,21
31708,city_21,624,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,4,,,1 ano,55
25882,city_149,"6,89E+15",Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",20,,,Nunca,66
16079,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",8,100-500,Empresa Privada Ltda,4 anos,2
21788,city_94,698,Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",11,10/49,Startup Financiada,1 ano,51
2530,city_149,"6,89E+15",Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",<1,10/49,Empresa Privada Ltda,1 ano,43
20640,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,1 ano,69
7148,city_160,92,,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",>20,10000+,Setor PÃºblico,Mais de 4 anos,30
20308,city_160,92,Feminino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",6,,,1 ano,23
2196,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,10000+,Empresa Privada Ltda,1 ano,152
17225,city_114,"9,26E+15",Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",3,10/49,Startup em Estágio inicial,1 ano,8
28163,city_65,802,,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",16,5000-9999,Empresa Privada Ltda,1 ano,21
16164,city_102,804,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",13,1000-4999,Empresa Privada Ltda,3 anos,144
11460,city_74,579,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",13,100-500,Empresa Privada Ltda,1 ano,157
2900,city_9,743,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,100-500,ONG,Mais de 4 anos,17
1026,city_162,767,,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",11,1000-4999,Empresa Privada Ltda,3 anos,62
8049,city_65,802,,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Empresa Privada Ltda,1 ano,102
12413,city_28,"9,39E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",11,10/49,Empresa Privada Ltda,4 anos,13
17269,city_16,91,Masculino,Não possui experiência relevante,Não matriculado,Ensino Médio,,11,,,1 ano,78
3885,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,>20,500-999,Empresa Privada Ltda,Mais de 4 anos,10
5194,city_103,92,Masculino,Não possui experiência relevante,Não matriculado,Ensino Fundamental,,2,,Empresa Privada Ltda,Nunca,45
11644,city_19,682,Masculino,Possui experiência relevante,Não matriculado,,,8,<10,Empresa Privada Ltda,1 ano,45
28377,city_136,897,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",14,50-99,Startup em Estágio inicial,1 ano,110
25914,city_21,624,,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",3,,,Nunca,19
24947,city_114,"9,26E+15",Masculino,Possui experiência relevante,,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,10/49,Empresa Privada Ltda,2 anos,17
32540,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,<10,Empresa Privada Ltda,1 ano,46
1346,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",7,100-500,Setor Público,4 anos,332
13220,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,Humanas,6,100-500,Empresa Privada Ltda,4 anos,51
19336,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,>20,10/49,Empresa Privada Ltda,1 ano,60
7416,city_103,92,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",3,5000-9999,Empresa Privada Ltda,1 ano,56
26996,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,Outros,13,<10,Startup Financiada,2 anos,112
26859,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,,Empresa Privada Ltda,1 ano,78
13498,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Empresa Privada Ltda,Mais de 4 anos,62
17659,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,1000-4999,ONG,Mais de 4 anos,140
25173,city_23,899,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,100-500,ONG,1 ano,17
12002,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,<10,Startup Financiada,1 ano,214
22468,city_21,624,Masculino,Possui experiência relevante,,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",7,,,2 anos,66
25106,city_102,804,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Empresa Privada Ltda,Mais de 4 anos,11
11730,city_114,"9,26E+15",Feminino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",17,<10,ONG,1 ano,57
21871,city_72,795,,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",7,<10,Startup Financiada,1 ano,27
19543,city_152,698,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,<10,Startup Financiada,1 ano,34
4842,city_16,91,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",7,100-500,Setor PÃºblico,1 ano,50
12874,city_160,92,Feminino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,Outros,2,500-999,,1 ano,27
19725,city_21,624,,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",2,100-500,Empresa Privada Ltda,1 ano,41
27614,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,8,10000+,Outro,1 ano,7
322,city_67,855,Masculino,Possui experiência relevante,Curso em tempo integral,Ensino Médio,,3,<10,Empresa Privada Ltda,1 ano,32
29603,city_104,924,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",9,10000+,Empresa Privada Ltda,2 anos,69
28292,city_103,92,Feminino,Não possui experiência relevante,Não matriculado,Mestrado,Humanas,6,10/49,Startup em EstÃ¡gio Inicial,1 ano,113
423,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",7,10000+,Empresa Privada Ltda,2 anos,30
22858,city_16,91,,Não possui experiência relevante,Não matriculado,Ensino Médio,,<1,,,Nunca,31
16449,city_114,"9,26E+15",,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,5000-9999,Empresa Privada Ltda,Mais de 4 anos,60
26195,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,500-999,Setor Público,1 ano,61
29710,city_149,"6,89E+15",,Não possui experiência relevante,,,,2,,,Nunca,11
11901,city_160,92,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,5,,,1 ano,88
8170,city_45,89,Masculino,Possui experiência relevante,Curso em tempo integral,Ensino Médio,,9,,,1 ano,52
31818,city_21,624,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,100-500,Empresa Privada Ltda,1 ano,11
10618,city_21,624,,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,5,,,Nunca,89
10217,city_159,843,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",8,50-99,Empresa Privada Ltda,1 ano,33
13819,city_16,91,Masculino,Não possui experiência relevante,Curso em tempo integral,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",7,,Setor PÃºblico,1 ano,68
13722,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,>20,,,1 ano,56
18100,city_90,698,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",5,10/49,ONG,1 ano,218
5029,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",15,50-99,Startup Financiada,2 anos,57
31473,city_114,"9,26E+15",Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",17,1000-4999,Empresa Privada Ltda,3 anos,148
26801,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,Humanas,>20,,,1 ano,2
18912,city_103,92,Masculino,Possui experiência relevante,,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,100-500,Startup Financiada,2 anos,46
27030,city_173,878,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",13,,,1 ano,3
3647,city_71,884,Masculino,Não possui experiência relevante,,Ensino Médio,,7,100-500,Empresa Privada Ltda,1 ano,9
4222,city_21,624,Feminino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,50-99,Empresa Privada Ltda,1 ano,130
25614,city_103,92,,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",2,,,2 anos,9
19648,city_21,624,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,10000+,Empresa Privada Ltda,2 anos,21
22430,city_21,624,,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",10,50-99,Setor Público,2 anos,23
15851,city_13,"8,27E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,50-99,Empresa Privada Ltda,2 anos,100
301,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",9,10/49,Startup Financiada,1 ano,104
18825,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,100-500,Empresa Privada Ltda,Mais de 4 anos,42
31758,city_145,555,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",1,,,1 ano,9
5898,city_74,579,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",2,10/49,Empresa Privada Ltda,1 ano,37
17932,city_114,"9,26E+15",,Não possui experiência relevante,Não matriculado,Ensino Fundamental,,2,,,Nunca,109
30260,city_26,698,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,6,<10,Startup Financiada,2 anos,81
17669,city_67,855,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",11,10000+,Empresa Privada Ltda,2 anos,4
14806,city_36,893,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,10,50-99,Startup em Estágio inicial,2 anos,53
22480,city_40,"7,76E+15",Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",11,100-500,,4 anos,88
29259,city_136,897,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Empresa Privada Ltda,Mais de 4 anos,5
22746,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,3,50-99,,Nunca,132
9852,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,3 anos,23
30,city_158,"7,66E+15",Masculino,Possui experiência relevante,,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,500-999,Empresa Privada Ltda,2 anos,63
17854,city_114,"9,26E+15",,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",15,10000+,Empresa Privada Ltda,2 anos,334
9205,city_143,74,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",13,,,Mais de 4 anos,37
17779,city_21,624,Masculino,Não possui experiência relevante,Curso em tempo integral,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",5,,,1 ano,129
20154,city_136,897,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,10000+,Empresa Privada Ltda,Mais de 4 anos,10
16828,city_100,887,Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,,,2 anos,16
7387,city_104,924,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",15,500-999,Empresa Privada Ltda,1 ano,86
31802,city_64,"6,66E+15",Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",16,,,3 anos,46
17188,city_21,624,Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",10,<10,Startup Financiada,1 ano,57
7300,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,7,<10,Empresa Privada Ltda,2 anos,55
12136,city_114,"9,26E+15",,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",14,100-500,,,26
21899,city_71,884,,Possui experiência relevante,,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",15,10000+,,Mais de 4 anos,83
10834,city_114,"9,26E+15",,Não possui experiência relevante,,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",12,,,2 anos,104
20841,city_21,624,,Possui experiência relevante,Não matriculado,Mestrado,Outros,9,,,Mais de 4 anos,15
5962,city_21,624,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,50-99,Empresa Privada Ltda,1 ano,47
7813,city_104,924,Masculino,Não possui experiência relevante,Não matriculado,Doutorado,"Ciência, Tecnologia, Engenharia e Matemática",17,50-99,ONG,3 anos,36
10847,city_67,855,Masculino,Não possui experiência relevante,Curso em tempo integral,Doutorado,"Ciência, Tecnologia, Engenharia e Matemática",9,,,Mais de 4 anos,32
30109,city_103,92,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",4,,,1 ano,14
3312,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",17,100-500,Startup Financiada,1 ano,9
12884,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",20,50-99,Startup Financiada,1 ano,34
20514,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Empresa Privada Ltda,2 anos,95
8411,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,100-500,Setor Público,2 anos,39
16798,city_100,887,,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Empresa Privada Ltda,1 ano,81
27389,city_97,925,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",16,1000-4999,Empresa Privada Ltda,Mais de 4 anos,6
32783,city_134,698,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,<10,Startup em Estágio inicial,1 ano,21
10230,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,500-999,Startup Financiada,1 ano,60
5980,city_21,624,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,50-99,Empresa Privada Ltda,2 anos,288
3672,city_21,624,,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",3,50-99,Empresa Privada Ltda,,48
29832,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",4,50-99,Empresa Privada Ltda,4 anos,13
